V4_0,Time_codelist,Time,Geography_codelist,Geography,RSI Industry_codelist,RSI Industry,Series type_codelist,Series type,Seasonal adjustment_codelist,Seasonal adjustment
98.1,Month,May-14,K03000001,,AGG12,,XO1,,NSA,
100.8,Month,Jun-14,K03000001,,AGG12,,XO1,,NSA,
102.5,Month,Jul-14,K03000001,,AGG12,,XO1,,NSA,
98.9,Month,Aug-14,K03000001,,AGG12,,XO1,,NSA,
100.5,Month,Sep-14,K03000001,,AGG12,,XO1,,NSA,
112.6,Month,Oct-14,K03000001,,AGG12,,XO1,,NSA,
152.8,Month,Nov-14,K03000001,,AGG12,,XO1,,NSA,
174.1,Month,Dec-14,K03000001,,AGG12,,XO1,,NSA,
112.1,Month,Jan-15,K03000001,,AGG12,,XO1,,NSA,
95.7,Month,Feb-15,K03000001,,AGG12,,XO1,,NSA,
103.7,Month,Mar-15,K03000001,,AGG12,,XO1,,NSA,
107.1,Month,Apr-15,K03000001,,AGG12,,XO1,,NSA,
105.9,Month,May-15,K03000001,,AGG12,,XO1,,NSA,
110.8,Month,Jun-15,K03000001,,AGG12,,XO1,,NSA,
108.4,Month,Jul-15,K03000001,,AGG12,,XO1,,NSA,
106,Month,Aug-15,K03000001,,AGG12,,XO1,,NSA,
112.6,Month,Sep-15,K03000001,,AGG12,,XO1,,NSA,
127.4,Month,Oct-15,K03000001,,AGG12,,XO1,,NSA,
183.2,Month,Nov-15,K03000001,,AGG12,,XO1,,NSA,
198.8,Month,Dec-15,K03000001,,AGG12,,XO1,,NSA,
127.4,Month,Jan-16,K03000001,,AGG12,,XO1,,NSA,
108.8,Month,Feb-16,K03000001,,AGG12,,XO1,,NSA,
115.7,Month,Mar-16,K03000001,,AGG12,,XO1,,NSA,
125.1,Month,Apr-16,K03000001,,AGG12,,XO1,,NSA,
124.3,Month,May-16,K03000001,,AGG12,,XO1,,NSA,
130.2,Month,Jun-16,K03000001,,AGG12,,XO1,,NSA,
131.1,Month,Jul-16,K03000001,,AGG12,,XO1,,NSA,
126.7,Month,Aug-16,K03000001,,AGG12,,XO1,,NSA,
133.2,Month,Sep-16,K03000001,,AGG12,,XO1,,NSA,
155.5,Month,Oct-16,K03000001,,AGG12,,XO1,,NSA,
219.4,Month,Nov-16,K03000001,,AGG12,,XO1,,NSA,
232.5,Month,Dec-16,K03000001,,AGG12,,XO1,,NSA,
150.8,Month,Jan-17,K03000001,,AGG12,,XO1,,NSA,
130.3,Month,Feb-17,K03000001,,AGG12,,XO1,,NSA,
142.6,Month,Mar-17,K03000001,,AGG12,,XO1,,NSA,
142.3,Month,Apr-17,K03000001,,AGG12,,XO1,,NSA,
140.4,Month,May-17,K03000001,,AGG12,,XO1,,NSA,
148.5,Month,Jun-17,K03000001,,AGG12,,XO1,,NSA,
159.5,Month,Jul-17,K03000001,,AGG12,,XO1,,NSA,
147,Month,Aug-17,K03000001,,AGG12,,XO1,,NSA,
63.5,Month,Nov-07,K03000001,,AGG13,,CPP,,NSA,
70.3,Month,Dec-07,K03000001,,AGG13,,CPP,,NSA,
69.4,Month,Jan-08,K03000001,,AGG13,,CPP,,NSA,
65.3,Month,Feb-08,K03000001,,AGG13,,CPP,,NSA,
57.2,Month,Mar-08,K03000001,,AGG13,,CPP,,NSA,
58.6,Month,Apr-08,K03000001,,AGG13,,CPP,,NSA,
52,Month,May-08,K03000001,,AGG13,,CPP,,NSA,
54.1,Month,Jun-08,K03000001,,AGG13,,CPP,,NSA,
47,Month,Jul-08,K03000001,,AGG13,,CPP,,NSA,
50.7,Month,Aug-08,K03000001,,AGG13,,CPP,,NSA,
47.8,Month,Sep-08,K03000001,,AGG13,,CPP,,NSA,
42.7,Month,Oct-08,K03000001,,AGG13,,CPP,,NSA,
39.3,Month,Nov-08,K03000001,,AGG13,,CPP,,NSA,
39.9,Month,Dec-08,K03000001,,AGG13,,CPP,,NSA,
39.5,Month,Jan-09,K03000001,,AGG13,,CPP,,NSA,
33,Month,Feb-09,K03000001,,AGG13,,CPP,,NSA,
43.2,Month,Mar-09,K03000001,,AGG13,,CPP,,NSA,
25.2,Month,Apr-09,K03000001,,AGG13,,CPP,,NSA,
29.9,Month,May-09,K03000001,,AGG13,,CPP,,NSA,
29.9,Month,Jun-09,K03000001,,AGG13,,CPP,,NSA,
25.4,Month,Jul-09,K03000001,,AGG13,,CPP,,NSA,
25.4,Month,Aug-09,K03000001,,AGG13,,CPP,,NSA,
20.2,Month,Sep-09,K03000001,,AGG13,,CPP,,NSA,
23.6,Month,Oct-09,K03000001,,AGG13,,CPP,,NSA,
39.2,Month,Nov-09,K03000001,,AGG13,,CPP,,NSA,
21.1,Month,Dec-09,K03000001,,AGG13,,CPP,,NSA,
-14.5,Month,Jan-10,K03000001,,AGG13,,CPP,,NSA,
1.8,Month,Feb-10,K03000001,,AGG13,,CPP,,NSA,
-3,Month,Mar-10,K03000001,,AGG13,,CPP,,NSA,
17.4,Month,Apr-10,K03000001,,AGG13,,CPP,,NSA,
24,Month,May-10,K03000001,,AGG13,,CPP,,NSA,
19,Month,Jun-10,K03000001,,AGG13,,CPP,,NSA,
47,Month,Jul-10,K03000001,,AGG13,,CPP,,NSA,
62.1,Month,Aug-10,K03000001,,AGG13,,CPP,,NSA,
49.8,Month,Sep-10,K03000001,,AGG13,,CPP,,NSA,
51.2,Month,Oct-10,K03000001,,AGG13,,CPP,,NSA,
48.7,Month,Nov-10,K03000001,,AGG13,,CPP,,NSA,
74.7,Month,Dec-10,K03000001,,AGG13,,CPP,,NSA,
92,Month,Jan-11,K03000001,,AGG13,,CPP,,NSA,
51.9,Month,Feb-11,K03000001,,AGG13,,CPP,,NSA,
59.5,Month,Mar-11,K03000001,,AGG13,,CPP,,NSA,
29,Month,Apr-11,K03000001,,AGG13,,CPP,,NSA,
26.6,Month,May-11,K03000001,,AGG13,,CPP,,NSA,
23,Month,Jun-11,K03000001,,AGG13,,CPP,,NSA,
3.1,Month,Jul-11,K03000001,,AGG13,,CPP,,NSA,
-9.9,Month,Aug-11,K03000001,,AGG13,,CPP,,NSA,
-2.7,Month,Sep-11,K03000001,,AGG13,,CPP,,NSA,
-4.3,Month,Oct-11,K03000001,,AGG13,,CPP,,NSA,
-20.2,Month,Nov-11,K03000001,,AGG13,,CPP,,NSA,
-20.5,Month,Dec-11,K03000001,,AGG13,,CPP,,NSA,
-10.7,Month,Jan-12,K03000001,,AGG13,,CPP,,NSA,
-5.6,Month,Feb-12,K03000001,,AGG13,,CPP,,NSA,
-17.6,Month,Mar-12,K03000001,,AGG13,,CPP,,NSA,
0.2,Month,Apr-12,K03000001,,AGG13,,CPP,,NSA,
13.8,Month,May-12,K03000001,,AGG13,,CPP,,NSA,
-0.8,Month,Jun-12,K03000001,,AGG13,,CPP,,NSA,
4.9,Month,Jul-12,K03000001,,AGG13,,CPP,,NSA,
5.2,Month,Aug-12,K03000001,,AGG13,,CPP,,NSA,
-0.7,Month,Sep-12,K03000001,,AGG13,,CPP,,NSA,
-11.1,Month,Oct-12,K03000001,,AGG13,,CPP,,NSA,
5.8,Month,Nov-12,K03000001,,AGG13,,CPP,,NSA,
1.2,Month,Dec-12,K03000001,,AGG13,,CPP,,NSA,
-3.3,Month,Jan-13,K03000001,,AGG13,,CPP,,NSA,
6.1,Month,Feb-13,K03000001,,AGG13,,CPP,,NSA,
14.7,Month,Mar-13,K03000001,,AGG13,,CPP,,NSA,
12.2,Month,Apr-13,K03000001,,AGG13,,CPP,,NSA,
-5.5,Month,May-13,K03000001,,AGG13,,CPP,,NSA,
-0.8,Month,Jun-13,K03000001,,AGG13,,CPP,,NSA,
2,Month,Jul-13,K03000001,,AGG13,,CPP,,NSA,
5.8,Month,Aug-13,K03000001,,AGG13,,CPP,,NSA,
10.2,Month,Sep-13,K03000001,,AGG13,,CPP,,NSA,
26.9,Month,Oct-13,K03000001,,AGG13,,CPP,,NSA,
10.9,Month,Nov-13,K03000001,,AGG13,,CPP,,NSA,
16.2,Month,Dec-13,K03000001,,AGG13,,CPP,,NSA,
14.4,Month,Jan-14,K03000001,,AGG13,,CPP,,NSA,
3.7,Month,Feb-14,K03000001,,AGG13,,CPP,,NSA,
0.6,Month,Mar-14,K03000001,,AGG13,,CPP,,NSA,
-5.6,Month,Apr-14,K03000001,,AGG13,,CPP,,NSA,
-13.2,Month,May-14,K03000001,,AGG13,,CPP,,NSA,
5.4,Month,Jun-14,K03000001,,AGG13,,CPP,,NSA,
-0.6,Month,Jul-14,K03000001,,AGG13,,CPP,,NSA,
-11,Month,Aug-14,K03000001,,AGG13,,CPP,,NSA,
-8.9,Month,Sep-14,K03000001,,AGG13,,CPP,,NSA,
-4.5,Month,Oct-14,K03000001,,AGG13,,CPP,,NSA,
11.5,Month,Nov-14,K03000001,,AGG13,,CPP,,NSA,
2.7,Month,Dec-14,K03000001,,AGG13,,CPP,,NSA,
2.3,Month,Jan-15,K03000001,,AGG13,,CPP,,NSA,
5.3,Month,Feb-15,K03000001,,AGG13,,CPP,,NSA,
3.1,Month,Mar-15,K03000001,,AGG13,,CPP,,NSA,
4.6,Month,Apr-15,K03000001,,AGG13,,CPP,,NSA,
6.9,Month,May-15,K03000001,,AGG13,,CPP,,NSA,
-10.7,Month,Jun-15,K03000001,,AGG13,,CPP,,NSA,
-7.5,Month,Jul-15,K03000001,,AGG13,,CPP,,NSA,
-4.5,Month,Aug-15,K03000001,,AGG13,,CPP,,NSA,
2.2,Month,Sep-15,K03000001,,AGG13,,CPP,,NSA,
0.3,Month,Oct-15,K03000001,,AGG13,,CPP,,NSA,
0.6,Month,Nov-15,K03000001,,AGG13,,CPP,,NSA,
-4.8,Month,Dec-15,K03000001,,AGG13,,CPP,,NSA,
-8.3,Month,Jan-16,K03000001,,AGG13,,CPP,,NSA,
-8.5,Month,Feb-16,K03000001,,AGG13,,CPP,,NSA,
-2.4,Month,Mar-16,K03000001,,AGG13,,CPP,,NSA,
13.1,Month,Apr-16,K03000001,,AGG13,,CPP,,NSA,
-2,Month,May-16,K03000001,,AGG13,,CPP,,NSA,
31.5,Month,Jun-16,K03000001,,AGG13,,CPP,,NSA,
24.6,Month,Jul-16,K03000001,,AGG13,,CPP,,NSA,
37.4,Month,Aug-16,K03000001,,AGG13,,CPP,,NSA,
31.5,Month,Sep-16,K03000001,,AGG13,,CPP,,NSA,
31.1,Month,Oct-16,K03000001,,AGG13,,CPP,,NSA,
25.2,Month,Nov-16,K03000001,,AGG13,,CPP,,NSA,
36.3,Month,Dec-16,K03000001,,AGG13,,CPP,,NSA,
25,Month,Jan-17,K03000001,,AGG13,,CPP,,NSA,
21.8,Month,Feb-17,K03000001,,AGG13,,CPP,,NSA,
35,Month,Mar-17,K03000001,,AGG13,,CPP,,NSA,
24.2,Month,Apr-17,K03000001,,AGG13,,CPP,,NSA,
28,Month,May-17,K03000001,,AGG13,,CPP,,NSA,
11.5,Month,Jun-17,K03000001,,AGG13,,CPP,,NSA,
44.4,Month,Jul-17,K03000001,,AGG13,,CPP,,NSA,
9.6,Month,Aug-17,K03000001,,AGG13,,CPP,,NSA,
7.9,Month,Dec-06,K03000001,,AGG13,,MOM,,NSA,
-25,Month,Jan-07,K03000001,,AGG13,,MOM,,NSA,
5.3,Month,Feb-07,K03000001,,AGG13,,MOM,,NSA,
8.7,Month,Mar-07,K03000001,,AGG13,,MOM,,NSA,
2,Month,Apr-07,K03000001,,AGG13,,MOM,,NSA,
5.3,Month,May-07,K03000001,,AGG13,,MOM,,NSA,
2.8,Month,Jun-07,K03000001,,AGG13,,MOM,,NSA,
5,Month,Jul-07,K03000001,,AGG13,,MOM,,NSA,
-1.7,Month,Aug-07,K03000001,,AGG13,,MOM,,NSA,
9.6,Month,Sep-07,K03000001,,AGG13,,MOM,,NSA,
11.4,Month,Oct-07,K03000001,,AGG13,,MOM,,NSA,
26.7,Month,Nov-07,K03000001,,AGG13,,MOM,,NSA,
12.3,Month,Dec-07,K03000001,,AGG13,,MOM,,NSA,
-25.3,Month,Jan-08,K03000001,,AGG13,,MOM,,NSA,
2.8,Month,Feb-08,K03000001,,AGG13,,MOM,,NSA,
3.4,Month,Mar-08,K03000001,,AGG13,,MOM,,NSA,
2.9,Month,Apr-08,K03000001,,AGG13,,MOM,,NSA,
0.9,Month,May-08,K03000001,,AGG13,,MOM,,NSA,
4.3,Month,Jun-08,K03000001,,AGG13,,MOM,,NSA,
0.2,Month,Jul-08,K03000001,,AGG13,,MOM,,NSA,
0.8,Month,Aug-08,K03000001,,AGG13,,MOM,,NSA,
7.5,Month,Sep-08,K03000001,,AGG13,,MOM,,NSA,
7.6,Month,Oct-08,K03000001,,AGG13,,MOM,,NSA,
23.7,Month,Nov-08,K03000001,,AGG13,,MOM,,NSA,
12.8,Month,Dec-08,K03000001,,AGG13,,MOM,,NSA,
-25.6,Month,Jan-09,K03000001,,AGG13,,MOM,,NSA,
-2,Month,Feb-09,K03000001,,AGG13,,MOM,,NSA,
11.2,Month,Mar-09,K03000001,,AGG13,,MOM,,NSA,
-10,Month,Apr-09,K03000001,,AGG13,,MOM,,NSA,
4.7,Month,May-09,K03000001,,AGG13,,MOM,,NSA,
4.3,Month,Jun-09,K03000001,,AGG13,,MOM,,NSA,
-3.3,Month,Jul-09,K03000001,,AGG13,,MOM,,NSA,
0.8,Month,Aug-09,K03000001,,AGG13,,MOM,,NSA,
3,Month,Sep-09,K03000001,,AGG13,,MOM,,NSA,
10.6,Month,Oct-09,K03000001,,AGG13,,MOM,,NSA,
39.3,Month,Nov-09,K03000001,,AGG13,,MOM,,NSA,
-1.8,Month,Dec-09,K03000001,,AGG13,,MOM,,NSA,
-47.5,Month,Jan-10,K03000001,,AGG13,,MOM,,NSA,
16.8,Month,Feb-10,K03000001,,AGG13,,MOM,,NSA,
6,Month,Mar-10,K03000001,,AGG13,,MOM,,NSA,
8.9,Month,Apr-10,K03000001,,AGG13,,MOM,,NSA,
10.5,Month,May-10,K03000001,,AGG13,,MOM,,NSA,
0.1,Month,Jun-10,K03000001,,AGG13,,MOM,,NSA,
19.5,Month,Jul-10,K03000001,,AGG13,,MOM,,NSA,
11.2,Month,Aug-10,K03000001,,AGG13,,MOM,,NSA,
-4.8,Month,Sep-10,K03000001,,AGG13,,MOM,,NSA,
11.6,Month,Oct-10,K03000001,,AGG13,,MOM,,NSA,
37,Month,Nov-10,K03000001,,AGG13,,MOM,,NSA,
15.4,Month,Dec-10,K03000001,,AGG13,,MOM,,NSA,
-42.3,Month,Jan-11,K03000001,,AGG13,,MOM,,NSA,
-7.6,Month,Feb-11,K03000001,,AGG13,,MOM,,NSA,
11.3,Month,Mar-11,K03000001,,AGG13,,MOM,,NSA,
-12,Month,Apr-11,K03000001,,AGG13,,MOM,,NSA,
8.5,Month,May-11,K03000001,,AGG13,,MOM,,NSA,
-2.8,Month,Jun-11,K03000001,,AGG13,,MOM,,NSA,
0.2,Month,Jul-11,K03000001,,AGG13,,MOM,,NSA,
-2.8,Month,Aug-11,K03000001,,AGG13,,MOM,,NSA,
2.8,Month,Sep-11,K03000001,,AGG13,,MOM,,NSA,
9.8,Month,Oct-11,K03000001,,AGG13,,MOM,,NSA,
14.2,Month,Nov-11,K03000001,,AGG13,,MOM,,NSA,
15,Month,Dec-11,K03000001,,AGG13,,MOM,,NSA,
-35.3,Month,Jan-12,K03000001,,AGG13,,MOM,,NSA,
-2.2,Month,Feb-12,K03000001,,AGG13,,MOM,,NSA,
-2.9,Month,Mar-12,K03000001,,AGG13,,MOM,,NSA,
7.1,Month,Apr-12,K03000001,,AGG13,,MOM,,NSA,
23.2,Month,May-12,K03000001,,AGG13,,MOM,,NSA,
-15.2,Month,Jun-12,K03000001,,AGG13,,MOM,,NSA,
5.9,Month,Jul-12,K03000001,,AGG13,,MOM,,NSA,
-2.5,Month,Aug-12,K03000001,,AGG13,,MOM,,NSA,
-3,Month,Sep-12,K03000001,,AGG13,,MOM,,NSA,
-1.8,Month,Oct-12,K03000001,,AGG13,,MOM,,NSA,
36,Month,Nov-12,K03000001,,AGG13,,MOM,,NSA,
10,Month,Dec-12,K03000001,,AGG13,,MOM,,NSA,
-38.1,Month,Jan-13,K03000001,,AGG13,,MOM,,NSA,
7.3,Month,Feb-13,K03000001,,AGG13,,MOM,,NSA,
5.1,Month,Mar-13,K03000001,,AGG13,,MOM,,NSA,
4.7,Month,Apr-13,K03000001,,AGG13,,MOM,,NSA,
3.8,Month,May-13,K03000001,,AGG13,,MOM,,NSA,
-11,Month,Jun-13,K03000001,,AGG13,,MOM,,NSA,
8.9,Month,Jul-13,K03000001,,AGG13,,MOM,,NSA,
1.1,Month,Aug-13,K03000001,,AGG13,,MOM,,NSA,
1.1,Month,Sep-13,K03000001,,AGG13,,MOM,,NSA,
13.1,Month,Oct-13,K03000001,,AGG13,,MOM,,NSA,
18.8,Month,Nov-13,K03000001,,AGG13,,MOM,,NSA,
15.3,Month,Dec-13,K03000001,,AGG13,,MOM,,NSA,
-39.1,Month,Jan-14,K03000001,,AGG13,,MOM,,NSA,
-2.8,Month,Feb-14,K03000001,,AGG13,,MOM,,NSA,
1.9,Month,Mar-14,K03000001,,AGG13,,MOM,,NSA,
-1.8,Month,Apr-14,K03000001,,AGG13,,MOM,,NSA,
-4.6,Month,May-14,K03000001,,AGG13,,MOM,,NSA,
8,Month,Jun-14,K03000001,,AGG13,,MOM,,NSA,
2.7,Month,Jul-14,K03000001,,AGG13,,MOM,,NSA,
-9.5,Month,Aug-14,K03000001,,AGG13,,MOM,,NSA,
3.5,Month,Sep-14,K03000001,,AGG13,,MOM,,NSA,
18.6,Month,Oct-14,K03000001,,AGG13,,MOM,,NSA,
38.6,Month,Nov-14,K03000001,,AGG13,,MOM,,NSA,
6.3,Month,Dec-14,K03000001,,AGG13,,MOM,,NSA,
-39.4,Month,Jan-15,K03000001,,AGG13,,MOM,,NSA,
0.1,Month,Feb-15,K03000001,,AGG13,,MOM,,NSA,
-0.3,Month,Mar-15,K03000001,,AGG13,,MOM,,NSA,
-0.3,Month,Apr-15,K03000001,,AGG13,,MOM,,NSA,
-2.4,Month,May-15,K03000001,,AGG13,,MOM,,NSA,
-9.8,Month,Jun-15,K03000001,,AGG13,,MOM,,NSA,
6.4,Month,Jul-15,K03000001,,AGG13,,MOM,,NSA,
-6.5,Month,Aug-15,K03000001,,AGG13,,MOM,,NSA,
10.7,Month,Sep-15,K03000001,,AGG13,,MOM,,NSA,
16.4,Month,Oct-15,K03000001,,AGG13,,MOM,,NSA,
39,Month,Nov-15,K03000001,,AGG13,,MOM,,NSA,
0.7,Month,Dec-15,K03000001,,AGG13,,MOM,,NSA,
-41.6,Month,Jan-16,K03000001,,AGG13,,MOM,,NSA,
-0.2,Month,Feb-16,K03000001,,AGG13,,MOM,,NSA,
6.4,Month,Mar-16,K03000001,,AGG13,,MOM,,NSA,
15.5,Month,Apr-16,K03000001,,AGG13,,MOM,,NSA,
-15.4,Month,May-16,K03000001,,AGG13,,MOM,,NSA,
21.1,Month,Jun-16,K03000001,,AGG13,,MOM,,NSA,
0.7,Month,Jul-16,K03000001,,AGG13,,MOM,,NSA,
3.1,Month,Aug-16,K03000001,,AGG13,,MOM,,NSA,
6,Month,Sep-16,K03000001,,AGG13,,MOM,,NSA,
16,Month,Oct-16,K03000001,,AGG13,,MOM,,NSA,
32.7,Month,Nov-16,K03000001,,AGG13,,MOM,,NSA,
9.6,Month,Dec-16,K03000001,,AGG13,,MOM,,NSA,
-46.5,Month,Jan-17,K03000001,,AGG13,,MOM,,NSA,
-2.8,Month,Feb-17,K03000001,,AGG13,,MOM,,NSA,
18,Month,Mar-17,K03000001,,AGG13,,MOM,,NSA,
6.3,Month,Apr-17,K03000001,,AGG13,,MOM,,NSA,
-12.8,Month,May-17,K03000001,,AGG13,,MOM,,NSA,
5.4,Month,Jun-17,K03000001,,AGG13,,MOM,,NSA,
30.4,Month,Jul-17,K03000001,,AGG13,,MOM,,NSA,
-21.7,Month,Aug-17,K03000001,,AGG13,,MOM,,NSA,
2.3,Month,Nov-06,K03000001,,AGG13,,R,,NSA,
2,Month,Dec-06,K03000001,,AGG13,,R,,NSA,
2.5,Month,Jan-07,K03000001,,AGG13,,R,,NSA,
2.4,Month,Feb-07,K03000001,,AGG13,,R,,NSA,
2.5,Month,Mar-07,K03000001,,AGG13,,R,,NSA,
2.4,Month,Apr-07,K03000001,,AGG13,,R,,NSA,
2.5,Month,May-07,K03000001,,AGG13,,R,,NSA,
2.5,Month,Jun-07,K03000001,,AGG13,,R,,NSA,
2.7,Month,Jul-07,K03000001,,AGG13,,R,,NSA,
2.7,Month,Aug-07,K03000001,,AGG13,,R,,NSA,
3,Month,Sep-07,K03000001,,AGG13,,R,,NSA,
3.3,Month,Oct-07,K03000001,,AGG13,,R,,NSA,
3.6,Month,Nov-07,K03000001,,AGG13,,R,,NSA,
3.3,Month,Dec-07,K03000001,,AGG13,,R,,NSA,
3.9,Month,Jan-08,K03000001,,AGG13,,R,,NSA,
3.6,Month,Feb-08,K03000001,,AGG13,,R,,NSA,
3.6,Month,Mar-08,K03000001,,AGG13,,R,,NSA,
3.7,Month,Apr-08,K03000001,,AGG13,,R,,NSA,
3.5,Month,May-08,K03000001,,AGG13,,R,,NSA,
3.7,Month,Jun-08,K03000001,,AGG13,,R,,NSA,
3.7,Month,Jul-08,K03000001,,AGG13,,R,,NSA,
3.9,Month,Aug-08,K03000001,,AGG13,,R,,NSA,
4.2,Month,Sep-08,K03000001,,AGG13,,R,,NSA,
4.5,Month,Oct-08,K03000001,,AGG13,,R,,NSA,
5,Month,Nov-08,K03000001,,AGG13,,R,,NSA,
4.6,Month,Dec-08,K03000001,,AGG13,,R,,NSA,
5.5,Month,Jan-09,K03000001,,AGG13,,R,,NSA,
5.3,Month,Feb-09,K03000001,,AGG13,,R,,NSA,
5.6,Month,Mar-09,K03000001,,AGG13,,R,,NSA,
4.8,Month,Apr-09,K03000001,,AGG13,,R,,NSA,
5,Month,May-09,K03000001,,AGG13,,R,,NSA,
5,Month,Jun-09,K03000001,,AGG13,,R,,NSA,
4.8,Month,Jul-09,K03000001,,AGG13,,R,,NSA,
5,Month,Aug-09,K03000001,,AGG13,,R,,NSA,
5.3,Month,Sep-09,K03000001,,AGG13,,R,,NSA,
5.6,Month,Oct-09,K03000001,,AGG13,,R,,NSA,
6.8,Month,Nov-09,K03000001,,AGG13,,R,,NSA,
5.5,Month,Dec-09,K03000001,,AGG13,,R,,NSA,
5.1,Month,Jan-10,K03000001,,AGG13,,R,,NSA,
5.2,Month,Feb-10,K03000001,,AGG13,,R,,NSA,
5.3,Month,Mar-10,K03000001,,AGG13,,R,,NSA,
5.6,Month,Apr-10,K03000001,,AGG13,,R,,NSA,
6.1,Month,May-10,K03000001,,AGG13,,R,,NSA,
6,Month,Jun-10,K03000001,,AGG13,,R,,NSA,
6.8,Month,Jul-10,K03000001,,AGG13,,R,,NSA,
7.8,Month,Aug-10,K03000001,,AGG13,,R,,NSA,
7.7,Month,Sep-10,K03000001,,AGG13,,R,,NSA,
8,Month,Oct-10,K03000001,,AGG13,,R,,NSA,
9.6,Month,Nov-10,K03000001,,AGG13,,R,,NSA,
9.2,Month,Dec-10,K03000001,,AGG13,,R,,NSA,
8.7,Month,Jan-11,K03000001,,AGG13,,R,,NSA,
7.6,Month,Feb-11,K03000001,,AGG13,,R,,NSA,
8.2,Month,Mar-11,K03000001,,AGG13,,R,,NSA,
7.1,Month,Apr-11,K03000001,,AGG13,,R,,NSA,
7.6,Month,May-11,K03000001,,AGG13,,R,,NSA,
7.4,Month,Jun-11,K03000001,,AGG13,,R,,NSA,
7.3,Month,Jul-11,K03000001,,AGG13,,R,,NSA,
7.4,Month,Aug-11,K03000001,,AGG13,,R,,NSA,
7.6,Month,Sep-11,K03000001,,AGG13,,R,,NSA,
7.7,Month,Oct-11,K03000001,,AGG13,,R,,NSA,
7.9,Month,Nov-11,K03000001,,AGG13,,R,,NSA,
7.3,Month,Dec-11,K03000001,,AGG13,,R,,NSA,
7.8,Month,Jan-12,K03000001,,AGG13,,R,,NSA,
7.5,Month,Feb-12,K03000001,,AGG13,,R,,NSA,
6.6,Month,Mar-12,K03000001,,AGG13,,R,,NSA,
7.3,Month,Apr-12,K03000001,,AGG13,,R,,NSA,
8.8,Month,May-12,K03000001,,AGG13,,R,,NSA,
7.1,Month,Jun-12,K03000001,,AGG13,,R,,NSA,
7.5,Month,Jul-12,K03000001,,AGG13,,R,,NSA,
7.4,Month,Aug-12,K03000001,,AGG13,,R,,NSA,
7.4,Month,Sep-12,K03000001,,AGG13,,R,,NSA,
6.8,Month,Oct-12,K03000001,,AGG13,,R,,NSA,
8.2,Month,Nov-12,K03000001,,AGG13,,R,,NSA,
7.4,Month,Dec-12,K03000001,,AGG13,,R,,NSA,
8,Month,Jan-13,K03000001,,AGG13,,R,,NSA,
7.6,Month,Feb-13,K03000001,,AGG13,,R,,NSA,
7.8,Month,Mar-13,K03000001,,AGG13,,R,,NSA,
7.8,Month,Apr-13,K03000001,,AGG13,,R,,NSA,
8,Month,May-13,K03000001,,AGG13,,R,,NSA,
6.9,Month,Jun-13,K03000001,,AGG13,,R,,NSA,
7.5,Month,Jul-13,K03000001,,AGG13,,R,,NSA,
7.9,Month,Aug-13,K03000001,,AGG13,,R,,NSA,
7.6,Month,Sep-13,K03000001,,AGG13,,R,,NSA,
8.3,Month,Oct-13,K03000001,,AGG13,,R,,NSA,
8.8,Month,Nov-13,K03000001,,AGG13,,R,,NSA,
8.1,Month,Dec-13,K03000001,,AGG13,,R,,NSA,
8.2,Month,Jan-14,K03000001,,AGG13,,R,,NSA,
7.4,Month,Feb-14,K03000001,,AGG13,,R,,NSA,
7,Month,Mar-14,K03000001,,AGG13,,R,,NSA,
7,Month,Apr-14,K03000001,,AGG13,,R,,NSA,
6.5,Month,May-14,K03000001,,AGG13,,R,,NSA,
6.8,Month,Jun-14,K03000001,,AGG13,,R,,NSA,
6.8,Month,Jul-14,K03000001,,AGG13,,R,,NSA,
6.6,Month,Aug-14,K03000001,,AGG13,,R,,NSA,
6.8,Month,Sep-14,K03000001,,AGG13,,R,,NSA,
7.4,Month,Oct-14,K03000001,,AGG13,,R,,NSA,
9.1,Month,Nov-14,K03000001,,AGG13,,R,,NSA,
7.7,Month,Dec-14,K03000001,,AGG13,,R,,NSA,
8.2,Month,Jan-15,K03000001,,AGG13,,R,,NSA,
7.6,Month,Feb-15,K03000001,,AGG13,,R,,NSA,
7.4,Month,Mar-15,K03000001,,AGG13,,R,,NSA,
7,Month,Apr-15,K03000001,,AGG13,,R,,NSA,
6.8,Month,May-15,K03000001,,AGG13,,R,,NSA,
6.3,Month,Jun-15,K03000001,,AGG13,,R,,NSA,
6.5,Month,Jul-15,K03000001,,AGG13,,R,,NSA,
6.4,Month,Aug-15,K03000001,,AGG13,,R,,NSA,
7.1,Month,Sep-15,K03000001,,AGG13,,R,,NSA,
7.5,Month,Oct-15,K03000001,,AGG13,,R,,NSA,
9.6,Month,Nov-15,K03000001,,AGG13,,R,,NSA,
7.9,Month,Dec-15,K03000001,,AGG13,,R,,NSA,
7.4,Month,Jan-16,K03000001,,AGG13,,R,,NSA,
7,Month,Feb-16,K03000001,,AGG13,,R,,NSA,
7,Month,Mar-16,K03000001,,AGG13,,R,,NSA,
7.5,Month,Apr-16,K03000001,,AGG13,,R,,NSA,
6.4,Month,May-16,K03000001,,AGG13,,R,,NSA,
7.8,Month,Jun-16,K03000001,,AGG13,,R,,NSA,
7.5,Month,Jul-16,K03000001,,AGG13,,R,,NSA,
8.2,Month,Aug-16,K03000001,,AGG13,,R,,NSA,
8.8,Month,Sep-16,K03000001,,AGG13,,R,,NSA,
9.1,Month,Oct-16,K03000001,,AGG13,,R,,NSA,
